Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Fujian,Mainland China,1/23/20,5,,
Gansu,Mainland China,1/23/20,2,,
Guangdong,Mainland China,1/23/20,32,,2
Guangxi,Mainland China,1/23/20,5,,
Guizhou,Mainland China,1/23/20,3,,
Hainan,Mainland China,1/23/20,5,,
Hebei,Mainland China,1/23/20,1,1,
Heilongjiang,Mainland China,1/23/20,2,,
Henan,Mainland China,1/23/20,5,,
Hong Kong,Hong Kong,1/23/20,2,,
Hubei,Mainland China,1/23/20,444,17,28
Hunan,Mainland China,1/23/20,9,,
Inner Mongolia,Mainland China,1/23/20,,,
Jiangsu,Mainland China,1/23/20,5,,
Jiangxi,Mainland China,1/23/20,7,,
Jilin,Mainland China,1/23/20,1,,
Liaoning,Mainland China,1/23/20,3,,
Macau,Macau,1/23/20,2,,
Ningxia,Mainland China,1/23/20,1,,
Qinghai,Mainland China,1/23/20,,,
Shaanxi,Mainland China,1/23/20,3,,
Shandong,Mainland China,1/23/20,6,,
Shanghai,Mainland China,1/23/20,16,,
Shanxi,Mainland China,1/23/20,1,,
Sichuan,Mainland China,1/23/20,8,,
Taiwan,Taiwan,1/23/20,1,,
Tianjin,Mainland China,1/23/20,4,,
Tibet,Mainland China,1/23/20,,,
Washington,US,1/23/20,1,,
Xinjiang,Mainland China,1/23/20,2,,
Yunnan,Mainland China,1/23/20,2,,
Zhejiang,Mainland China,1/23/20,27,,
,Japan,1/23/20,1,,
,Thailand,1/23/20,3,,
,South Korea,1/23/20,1,,
,Singapore,1/23/20,1,,
,Philippines,1/23/20,,,
,Malaysia,1/23/20,,,
,Vietnam,1/23/20,2,,
,Australia,1/23/20,,,
,Mexico,1/23/20,,,
,Brazil,1/23/20,,,
,Colombia,1/23/20,,,
Hubei,Mainland China,1/24/20,549,24,31
Guangdong,Mainland China,1/24/20,53,,2
Zhejiang,Mainland China,1/24/20,43,,1
Beijing,Mainland China,1/24/20,36,,1
Chongqing,Mainland China,1/24/20,27,,
Hunan,Mainland China,1/24/20,24,,
Guangxi,Mainland China,1/24/20,23,,
Shanghai,Mainland China,1/24/20,20,,1
Jiangxi,Mainland China,1/24/20,18,,
Sichuan,Mainland China,1/24/20,15,,
Shandong,Mainland China,1/24/20,15,,
Anhui,Mainland China,1/24/20,15,,
Fujian,Mainland China,1/24/20,10,,
Henan,Mainland China,1/24/20,9,,
Jiangsu,Mainland China,1/24/20,9,,
Hainan,Mainland China,1/24/20,8,,
Tianjin,Mainland China,1/24/20,8,,
Yunnan,Mainland China,1/24/20,5,,
Shaanxi,Mainland China,1/24/20,5,,
Heilongjiang,Mainland China,1/24/20,4,1,
Liaoning,Mainland China,1/24/20,4,,
Guizhou,Mainland China,1/24/20,3,,
Jilin,Mainland China,1/24/20,3,,
Taiwan,Taiwan,1/24/20,3,,
Ningxia,Mainland China,1/24/20,2,,
Hong Kong,Hong Kong,1/24/20,2,,
Macau,Macau,1/24/20,2,,
Hebei,Mainland China,1/24/20,2,1,
Gansu,Mainland China,1/24/20,2,,
Xinjiang,Mainland China,1/24/20,2,,
Shanxi,Mainland China,1/24/20,1,,
Inner Mongolia,Mainland China,1/24/20,1,,
Qinghai,Mainland China,1/24/20,,,
Washington,US,1/24/20,1,,
Illinois,US,1/24/20,1,,
,Japan,1/24/20,2,,
,Thailand,1/24/20,5,,
,South Korea,1/24/20,2,,
,Singapore,1/24/20,3,,
,Vietnam,1/24/20,2,,
,France,1/24/20,2,,
Hubei,Mainland China,1/25/20,761,40,32
Guangdong,Mainland China,1/25/20,78,,2
Zhejiang,Mainland China,1/25/20,62,,1
Chongqing,Mainland China,1/25/20,57,,
Hunan,Mainland China,1/25/20,43,,
Beijing,Mainland China,1/25/20,41,,2
Anhui,Mainland China,1/25/20,39,,
Shanghai,Mainland China,1/25/20,33,,1
Henan,Mainland China,1/25/20,32,,
Sichuan,Mainland China,1/25/20,28,,
Shandong,Mainland China,1/25/20,27,,
Guangxi,Mainland China,1/25/20,23,,
Hainan,Mainland China,1/25/20,19,,
Jiangxi,Mainland China,1/25/20,18,,
Fujian,Mainland China,1/25/20,18,,
Jiangsu,Mainland China,1/25/20,18,,1
Liaoning,Mainland China,1/25/20,17,,
Shaanxi,Mainland China,1/25/20,15,,
Yunnan,Mainland China,1/25/20,11,,
Tianjin,Mainland China,1/25/20,10,,
Heilongjiang,Mainland China,1/25/20,9,1,
Hebei,Mainland China,1/25/20,8,1,
Inner Mongolia,Mainland China,1/25/20,7,,
Shanxi,Mainland China,1/25/20,6,,
Hong Kong,Hong Kong,1/25/20,5,,
Guizhou,Mainland China,1/25/20,4,,
Jilin,Mainland China,1/25/20,4,,
Gansu,Mainland China,1/25/20,4,,
Ningxia,Mainland China,1/25/20,3,,
Taiwan,Taiwan,1/25/20,3,,
Xinjiang,Mainland China,1/25/20,3,,
Macau,Macau,1/25/20,2,,
Qinghai,Mainland China,1/25/20,1,,
Washington,US,1/25/20,1,,
Illinois,US,1/25/20,1,,
,Japan,1/25/20,2,,
,Thailand,1/25/20,7,,
,South Korea,1/25/20,2,,
,Singapore,1/25/20,3,,
,Vietnam,1/25/20,2,,
,France,1/25/20,3,,
,Australia,1/25/20,4,,
,Nepal,1/25/20,1,,
,Malaysia,1/25/20,3,,
Hubei,Mainland China,1/26/20,1058,52,42
Guangdong,Mainland China,1/26/20,111,,2
Zhejiang,Mainland China,1/26/20,104,,1
Henan,Mainland China,1/26/20,83,1,
Chongqing,Mainland China,1/26/20,75,,
Hunan,Mainland China,1/26/20,69,,
Beijing,Mainland China,1/26/20,68,,2
Anhui,Mainland China,1/26/20,60,,
Shandong,Mainland China,1/26/20,46,,
Sichuan,Mainland China,1/26/20,44,,
Shanghai,Mainland China,1/26/20,40,1,1
Guangxi,Mainland China,1/26/20,36,,
Jiangxi,Mainland China,1/26/20,36,,
Fujian,Mainland China,1/26/20,35,,
Jiangsu,Mainland China,1/26/20,33,,1
Hainan,Mainland China,1/26/20,22,,
Shaanxi,Mainland China,1/26/20,22,,
Liaoning,Mainland China,1/26/20,21,,
Yunnan,Mainland China,1/26/20,16,,
Heilongjiang,Mainland China,1/26/20,15,1,
Tianjin,Mainland China,1/26/20,14,,
Hebei,Mainland China,1/26/20,13,1,
Shanxi,Mainland China,1/26/20,9,,
Hong Kong,Hong Kong,1/26/20,8,,
Inner Mongolia,Mainland China,1/26/20,7,,
Gansu,Mainland China,1/26/20,7,,
Guizhou,Mainland China,1/26/20,5,,
Macau,Macau,1/26/20,5,,
Ningxia,Mainland China,1/26/20,4,,
Jilin,Mainland China,1/26/20,4,,
Taiwan,Taiwan,1/26/20,4,,
Xinjiang,Mainland China,1/26/20,4,,
Qinghai,Mainland China,1/26/20,1,,
Washington,US,1/26/20,1,,
Illinois,US,1/26/20,1,,
California,US,1/26/20,2,,
Arizona,US,1/26/20,1,,
,Japan,1/26/20,4,,1
,Thailand,1/26/20,8,,2
,South Korea,1/26/20,3,,
,Singapore,1/26/20,4,,
,Vietnam,1/26/20,2,,
,France,1/26/20,3,,
,Australia,1/26/20,4,,
,Nepal,1/26/20,1,,
,Malaysia,1/26/20,4,,
Ontario,Canada,1/26/20,1,,
Hubei,Mainland China,1/27/20,1423,76,45
Guangdong,Mainland China,1/27/20,151,,4
Zhejiang,Mainland China,1/27/20,128,,1
Henan,Mainland China,1/27/20,128,1,
Chongqing,Mainland China,1/27/20,110,,
Hunan,Mainland China,1/27/20,100,,
Beijing,Mainland China,1/27/20,80,1,2
Shandong,Mainland China,1/27/20,75,,
Jiangxi,Mainland China,1/27/20,72,,2
Anhui,Mainland China,1/27/20,70,,
Sichuan,Mainland China,1/27/20,69,,
Fujian,Mainland China,1/27/20,59,,
Shanghai,Mainland China,1/27/20,53,1,3
Jiangsu,Mainland China,1/27/20,47,,1
Guangxi,Mainland China,1/27/20,46,,
Shaanxi,Mainland China,1/27/20,35,,
Hainan,Mainland China,1/27/20,33,1,
Liaoning,Mainland China,1/27/20,27,,
Yunnan,Mainland China,1/27/20,26,,
Tianjin,Mainland China,1/27/20,23,,
Heilongjiang,Mainland China,1/27/20,21,1,
Hebei,Mainland China,1/27/20,18,1,
Gansu,Mainland China,1/27/20,14,,
Shanxi,Mainland China,1/27/20,13,,
Inner Mongolia,Mainland China,1/27/20,11,,
Hong Kong,Hong Kong,1/27/20,8,,
Guizhou,Mainland China,1/27/20,7,,
Ningxia,Mainland China,1/27/20,7,,
Jilin,Mainland China,1/27/20,6,,
Macau,Macau,1/27/20,6,,
Qinghai,Mainland China,1/27/20,6,,
Taiwan,Taiwan,1/27/20,5,,
Xinjiang,Mainland China,1/27/20,5,,
Washington,US,1/27/20,1,,
Illinois,US,1/27/20,1,,
California,US,1/27/20,2,,
Arizona,US,1/27/20,1,,
,Japan,1/27/20,4,,1
,Thailand,1/27/20,8,,2
,South Korea,1/27/20,4,,
,Singapore,1/27/20,5,,
,Vietnam,1/27/20,2,,
,France,1/27/20,3,,
,Nepal,1/27/20,1,,
,Malaysia,1/27/20,4,,
Ontario,Canada,1/27/20,1,,
,Cambodia,1/27/20,1,,
,Sri Lanka,1/27/20,1,,
,Ivory Coast,1/27/20,1,,
New South Wales,Australia,1/27/20,4,,
Victoria,Australia,1/27/20,1,,
Hubei,Mainland China,1/28/20,3554,125,80
Guangdong,Mainland China,1/28/20,207,,4
Zhejiang,Mainland China,1/28/20,173,,3
Henan,Mainland China,1/28/20,168,1,
Hunan,Mainland China,1/28/20,143,,
Chongqing,Mainland China,1/28/20,132,,
Jiangxi,Mainland China,1/28/20,109,,3
Anhui,Mainland China,1/28/20,106,,
Shandong,Mainland China,1/28/20,95,,
Beijing,Mainland China,1/28/20,91,1,4
Sichuan,Mainland China,1/28/20,90,,
Fujian,Mainland China,1/28/20,80,,
Jiangsu,Mainland China,1/28/20,70,,1
Shanghai,Mainland China,1/28/20,66,1,4
Guangxi,Mainland China,1/28/20,51,,2
Shaanxi,Mainland China,1/28/20,46,,
Yunnan,Mainland China,1/28/20,44,,
Hainan,Mainland China,1/28/20,40,1,
Liaoning,Mainland China,1/28/20,34,,
Hebei,Mainland China,1/28/20,33,1,
Heilongjiang,Mainland China,1/28/20,33,1,
Shanxi,Mainland China,1/28/20,27,,
Tianjin,Mainland China,1/28/20,24,,
Gansu,Mainland China,1/28/20,19,,
Inner Mongolia,Mainland China,1/28/20,15,,
Ningxia,Mainland China,1/28/20,11,,
Xinjiang,Mainland China,1/28/20,10,,
Guizhou,Mainland China,1/28/20,9,,
Jilin,Mainland China,1/28/20,8,,
Taiwan,Taiwan,1/28/20,8,,
Hong Kong,Hong Kong,1/28/20,8,,
Macau,Macau,1/28/20,7,,
Qinghai,Mainland China,1/28/20,6,,
Washington,US,1/28/20,1,,
Illinois,US,1/28/20,1,,
California,US,1/28/20,2,,
Arizona,US,1/28/20,1,,
,Japan,1/28/20,7,,1
,Thailand,1/28/20,14,,5
,South Korea,1/28/20,4,,
,Singapore,1/28/20,7,,
,Vietnam,1/28/20,2,,
,France,1/28/20,4,,
,Nepal,1/28/20,1,,
,Malaysia,1/28/20,4,,
Ontario,Canada,1/28/20,1,,
British Columbia,Canada,1/28/20,1,,
,Cambodia,1/28/20,1,,
,Sri Lanka,1/28/20,1,,
New South Wales,Australia,1/28/20,4,,
Victoria,Australia,1/28/20,1,,
Bavaria,Germany,1/28/20,4,,
Hubei,Mainland China,1/29/20,3554,125,88
Zhejiang,Mainland China,1/29/20,296,,3
Guangdong,Mainland China,1/29/20,277,,5
Hunan,Mainland China,1/29/20,221,,
Henan,Mainland China,1/29/20,206,2,1
Anhui,Mainland China,1/29/20,152,,2
Chongqing,Mainland China,1/29/20,147,,1
Shandong,Mainland China,1/29/20,130,,1
Beijing,Mainland China,1/29/20,111,1,4
Jiangxi,Mainland China,1/29/20,109,,3
Sichuan,Mainland China,1/29/20,108,1,1
Jiangsu,Mainland China,1/29/20,99,,1
Shanghai,Mainland China,1/29/20,96,1,5
Fujian,Mainland China,1/29/20,84,,
Guangxi,Mainland China,1/29/20,58,,2
Shaanxi,Mainland China,1/29/20,56,,
Yunnan,Mainland China,1/29/20,55,,
Hebei,Mainland China,1/29/20,48,1,
Hainan,Mainland China,1/29/20,43,1,
Liaoning,Mainland China,1/29/20,39,,1
Heilongjiang,Mainland China,1/29/20,38,1,
Tianjin,Mainland China,1/29/20,27,,
Shanxi,Mainland China,1/29/20,27,,1
Gansu,Mainland China,1/29/20,24,,
Inner Mongolia,Mainland China,1/29/20,16,,
Xinjiang,Mainland China,1/29/20,13,,
Ningxia,Mainland China,1/29/20,12,,
Hong Kong,Hong Kong,1/29/20,10,,
Guizhou,Mainland China,1/29/20,9,,1
Jilin,Mainland China,1/29/20,9,,
Taiwan,Taiwan,1/29/20,8,,
Macau,Macau,1/29/20,7,,
Qinghai,Mainland China,1/29/20,6,,
Washington,US,1/29/20,1,,
Illinois,US,1/29/20,1,,
California,US,1/29/20,2,,
Arizona,US,1/29/20,1,,
,Japan,1/29/20,7,,1
,Thailand,1/29/20,14,,5
,South Korea,1/29/20,4,,
,Singapore,1/29/20,7,,
,Vietnam,1/29/20,2,,
,France,1/29/20,5,,
,Nepal,1/29/20,1,,
,Malaysia,1/29/20,7,,
Ontario,Canada,1/29/20,1,,
British Columbia,Canada,1/29/20,1,,
,Cambodia,1/29/20,1,,
,Sri Lanka,1/29/20,1,,
New South Wales,Australia,1/29/20,4,,
Victoria,Australia,1/29/20,1,,
Bavaria,Germany,1/29/20,4,,
,Finland,1/29/20,1,,
,United Arab Emirates,1/29/20,4,,
Hubei,Mainland China,1/30/20,4903,162,90
Zhejiang,Mainland China,1/30/20,428,,4
Guangdong,Mainland China,1/30/20,354,,10
Henan,Mainland China,1/30/20,278,2,2
Hunan,Mainland China,1/30/20,277,,2
Anhui,Mainland China,1/30/20,200,,2
Chongqing,Mainland China,1/30/20,182,,1
Jiangxi,Mainland China,1/30/20,162,,5
Shandong,Mainland China,1/30/20,158,,1
Sichuan,Mainland China,1/30/20,142,1,1
Jiangsu,Mainland China,1/30/20,129,,1
Beijing,Mainland China,1/30/20,114,1,4
Shanghai,Mainland China,1/30/20,112,1,5
Fujian,Mainland China,1/30/20,101,,
Guangxi,Mainland China,1/30/20,78,,2
Yunnan,Mainland China,1/30/20,70,,
Hebei,Mainland China,1/30/20,65,1,
Shaanxi,Mainland China,1/30/20,63,,
Hainan,Mainland China,1/30/20,46,1,1
Heilongjiang,Mainland China,1/30/20,44,2,
Liaoning,Mainland China,1/30/20,41,,1
Shanxi,Mainland China,1/30/20,35,,1
Tianjin,Mainland China,1/30/20,31,,
Gansu,Mainland China,1/30/20,26,,
Inner Mongolia,Mainland China,1/30/20,19,,
Ningxia,Mainland China,1/30/20,17,,
Jilin,Mainland China,1/30/20,14,,1
Xinjiang,Mainland China,1/30/20,14,,
Guizhou,Mainland China,1/30/20,12,,1
Hong Kong,Hong Kong,1/30/20,10,,
Taiwan,Taiwan,1/30/20,9,,
Qinghai,Mainland China,1/30/20,8,,
Macau,Macau,1/30/20,7,,
Tibet,Mainland China,1/30/20,1,,
Washington,US,1/30/20,1,,
Illinois,US,1/30/20,1,,
California,US,1/30/20,2,,
Arizona,US,1/30/20,1,,
,Japan,1/30/20,11,,1
,Thailand,1/30/20,14,,5
,South Korea,1/30/20,4,,
,Singapore,1/30/20,10,,
,Vietnam,1/30/20,2,,
,France,1/30/20,5,,
,Nepal,1/30/20,1,,
,Malaysia,1/30/20,8,,
Ontario,Canada,1/30/20,2,,
British Columbia,Canada,1/30/20,1,,
,Cambodia,1/30/20,1,,
,Sri Lanka,1/30/20,1,,
New South Wales,Australia,1/30/20,4,,2
Victoria,Australia,1/30/20,2,,
Queensland,Australia,1/30/20,3,,
Bavaria,Germany,1/30/20,4,,
,Finland,1/30/20,1,,
,United Arab Emirates,1/30/20,4,,
,Philippines,1/30/20,1,,
,India,1/30/20,1,,
,Malaysia,1/31/20,8,0,0
Macau,Macau,1/31/20,7,0,0
,United Arab Emirates,1/31/20,4,0,0
,Italy,1/31/20,2,0,0
,Cambodia,1/31/20,1,0,0
,Finland,1/31/20,1,0,0
,India,1/31/20,1,0,0
,Nepal,1/31/20,1,0,0
,Sri Lanka,1/31/20,1,0,0
,Thailand,1/31/20,19,0,5
Guizhou,Mainland China,1/31/20,29,0,2
Taiwan,Taiwan,1/31/20,10,0,0
,Russia,1/31/20,2,0,0
Hubei,Mainland China,1/31/20,5806,204,141
Zhejiang,Mainland China,1/31/20,538,,14
Guangdong,Mainland China,1/31/20,436,,11
Henan,Mainland China,1/31/20,352,2,3
Hunan,Mainland China,1/31/20,332,,2
Jiangxi,Mainland China,1/31/20,240,,7
Anhui,Mainland China,1/31/20,237,,3
Chongqing,Mainland China,1/31/20,211,,1
Shandong,Mainland China,1/31/20,184,,2
Sichuan,Mainland China,1/31/20,177,1,1
Jiangsu,Mainland China,1/31/20,168,,5
Beijing,Mainland China,1/31/20,139,1,5
Shanghai,Mainland China,1/31/20,135,1,9
Fujian,Mainland China,1/31/20,120,,
Guangxi,Mainland China,1/31/20,87,,2
Shaanxi,Mainland China,1/31/20,87,,
Yunnan,Mainland China,1/31/20,83,,1
Hebei,Mainland China,1/31/20,82,1,
Heilongjiang,Mainland China,1/31/20,59,2,
Hainan,Mainland China,1/31/20,52,1,1
Liaoning,Mainland China,1/31/20,48,,1
Shanxi,Mainland China,1/31/20,39,,1
Tianjin,Mainland China,1/31/20,32,,
Guizhou,Mainland China,1/31/20,29,,2
Gansu,Mainland China,1/31/20,29,,
Ningxia,Mainland China,1/31/20,21,,
Inner Mongolia,Mainland China,1/31/20,20,,1
Xinjiang,Mainland China,1/31/20,17,,
Jilin,Mainland China,1/31/20,14,,1
Hong Kong,Hong Kong,1/31/20,12,,
Taiwan,Taiwan,1/31/20,10,,
Qinghai,Mainland China,1/31/20,8,,
Macau,Macau,1/31/20,7,,
Tibet,Mainland China,1/31/20,1,,
,Thailand,1/31/20,19,,5
,Japan,1/31/20,15,,1
,Singapore,1/31/20,13,,
,South Korea,1/31/20,11,,
,Malaysia,1/31/20,8,,
,France,1/31/20,5,,
Bavaria,Germany,1/31/20,5,,
New South Wales,Australia,1/31/20,4,,2
,United Arab Emirates,1/31/20,4,,
Victoria,Australia,1/31/20,3,,
Illinois,US,1/31/20,2,,
California,US,1/31/20,2,,
,Vietnam,1/31/20,2,,
Ontario,Canada,1/31/20,2,,
Queensland,Australia,1/31/20,2,,
,Italy,1/31/20,2,,
,UK,1/31/20,2,,
,Russia,1/31/20,2,,
Washington,US,1/31/20,1,,
Arizona,US,1/31/20,1,,
,Nepal,1/31/20,1,,
British Columbia,Canada,1/31/20,1,,
,Cambodia,1/31/20,1,,
,Sri Lanka,1/31/20,1,,
,Finland,1/31/20,1,,
,Philippines,1/31/20,1,,
,India,1/31/20,1,,
,Sweden,1/31/20,1,,
Henan,Mainland China,2/1/20,422,2,3
Jiangxi,Mainland China,2/1/20,286,0,9
Sichuan,Mainland China,2/1/20,207,1,3
Guangxi,Mainland China,2/1/20,100,0,2
Hebei,Mainland China,2/1/20,96,1,0
Shanxi,Mainland China,2/1/20,47,0,1
Jilin,Mainland China,2/1/20,17,0,1
,France,2/1/20,6,0,0
,UK,2/1/20,2,0,0
Tibet,Mainland China,2/1/20,1,0,0
Ningxia,Mainland China,2/1/20,26,0,0
,Spain,2/1/20,1,0,0
,Sweden,2/1/20,1,0,0
Fujian,Mainland China,2/1/20,144,0,0
Shaanxi,Mainland China,2/1/20,101,0,0
Inner Mongolia,Mainland China,2/1/20,23,0,1
Xinjiang,Mainland China,2/1/20,18,0,0
,Singapore,2/1/20,16,0,0
Hong Kong,Hong Kong,2/1/20,13,0,0
Qinghai,Mainland China,2/1/20,9,0,0
Shanghai,Mainland China,2/1/20,169,1,10
,Vietnam,2/1/20,6,0,1
Shandong,Mainland China,2/1/20,206,0,3
Chongqing,Mainland China,2/1/20,247,1,3
Hainan,Mainland China,2/1/20,62,1,1
Beijing,Mainland China,2/1/20,168,1,9
Heilongjiang,Mainland China,2/1/20,80,2,2
,South Korea,2/1/20,12,0,0
Zhejiang,Mainland China,2/1/20,599,0,21
Hunan,Mainland China,2/1/20,389,0,8
Hubei,Mainland China,2/1/20,7153,249,168
Anhui,Mainland China,2/1/20,297,0,5
Jiangsu,Mainland China,2/1/20,202,0,6
Guangdong,Mainland China,2/1/20,535,0,14
Liaoning,Mainland China,2/1/20,64,0,1
Tianjin,Mainland China,2/1/20,41,0,0
Gansu,Mainland China,2/1/20,40,0,0
Yunnan,Mainland China,2/1/20,93,0,2
,Philippines,2/1/20,1,0,0
New South Wales,Australia,2/1/20,4,0,2
Victoria,Australia,2/1/20,4,0,0
Queensland,Australia,2/1/20,3,0,0
Ontario,Canada,2/1/20,3,0,0
South Australia,Australia,2/1/20,1,0,0
British Columbia,Canada,2/1/20,1,0,0
,Germany,2/1/20,8,0,0
,Japan,2/1/20,20,0,1
Illinois,US,2/1/20,2,0,0
Massachusetts,US,2/1/20,1,0,0
Washington,US,2/1/20,1,0,0
Arizona,US,2/1/20,1,0,0
California,US,2/1/20,1,0,0
California,US,2/1/20,1,0,0
California,US,2/1/20,1,0,0
Hubei,Mainland China,2/2/20,11177,350,295
Zhejiang,Mainland China,2/3/20,661,0,32
Hubei,Mainland China,2/3/20,13522,414,386
Guangdong,Mainland China,2/4/20,632,0,15
Guangdong,Mainland China,2/4/20,725,0,21
Hubei,Mainland China,2/4/20,16678,479,522
Henan,Mainland China,2/5/20,493,2,10
Zhejiang,Mainland China,2/5/20,724,0,43
Zhejiang,Mainland China,2/5/20,829,0,62
Hubei,Mainland China,2/5/20,19665,549,633
Hunan,Mainland China,2/6/20,463,0,16
Henan,Mainland China,2/6/20,566,2,16
Guangdong,Mainland China,2/6/20,813,0,30
Guangdong,Mainland China,2/6/20,895,0,49
Hubei,Mainland China,2/6/20,22112,618,817
Anhui,Mainland China,2/7/20,340,0,7
Hunan,Mainland China,2/7/20,521,0,22
Henan,Mainland China,2/7/20,675,2,27
Zhejiang,Mainland China,2/7/20,895,0,78
Guangdong,Mainland China,2/7/20,970,0,69
Hubei,Mainland China,2/7/20,24953,699,1115
Jiangxi,Mainland China,2/8/20,333,0,12
Anhui,Mainland China,2/8/20,408,0,14
Hunan,Mainland China,2/8/20,593,0,31
Henan,Mainland China,2/8/20,764,2,47
Zhejiang,Mainland China,2/8/20,954,0,94
Guangdong,Mainland China,2/8/20,1034,1,88
Hubei,Mainland China,2/8/20,27100,780,1439
Chongqing,Mainland China,2/9/20,300,2,7
Jiangxi,Mainland China,2/9/20,391,0,18
Anhui,Mainland China,2/9/20,480,0,20
Hunan,Mainland China,2/9/20,661,0,54
Henan,Mainland China,2/9/20,851,2,56
Zhejiang,Mainland China,2/9/20,1006,0,123
Guangdong,Mainland China,2/9/20,1095,1,112
Hubei,Mainland China,2/9/20,29631,871,1795
Jiangsu,Mainland China,2/10/20,236,0,7
Chongqing,Mainland China,2/10/20,337,2,9
Jiangxi,Mainland China,2/10/20,476,0,20
Jiangxi,Mainland China,2/10/20,548,0,27
Hunan,Mainland China,2/10/20,711,0,81
Henan,Mainland China,2/10/20,914,3,86
Zhejiang,Mainland China,2/10/20,1048,0,175
Guangdong,Mainland China,2/10/20,1131,1,141
Hubei,Mainland China,2/10/20,31728,974,2222
Sichuan,Mainland China,2/11/20,231,1,11
Jiangsu,Mainland China,2/11/20,271,0,8
Chongqing,Mainland China,2/11/20,366,2,9
Anhui,Mainland China,2/11/20,530,0,23
Jiangxi,Mainland China,2/11/20,600,0,37
Hunan,Mainland China,2/11/20,772,0,112
Henan,Mainland China,2/11/20,981,4,116
Zhejiang,Mainland China,2/11/20,1075,0,201
Guangdong,Mainland China,2/11/20,1159,1,167
Hubei,Mainland China,2/11/20,33366,1068,2639
Shandong,Mainland China,2/12/20,230,0,6
Shandong,Mainland China,2/12/20,259,0,7
Jiangsu,Mainland China,2/12/20,308,0,12
Chongqing,Mainland China,2/12/20,389,2,15
Anhui,Mainland China,2/12/20,591,0,34
Anhui,Mainland China,2/12/20,665,0,47
Hunan,Mainland China,2/12/20,803,1,156
Henan,Mainland China,2/12/20,1033,6,153
Zhejiang,Mainland China,2/12/20,1092,0,242
Guangdong,Mainland China,2/12/20,1177,1,212
Hubei,Mainland China,2/12/20,33366,1068,2686
Beijing,Mainland China,2/13/20,191,1,9
Sichuan,Mainland China,2/13/20,254,1,14
Sichuan,Mainland China,2/13/20,282,1,14
Jiangsu,Mainland China,2/13/20,341,0,23
Chongqing,Mainland China,2/13/20,411,2,24
Jiangxi,Mainland China,2/13/20,661,0,45
Anhui,Mainland China,2/13/20,733,0,59
Hunan,Mainland China,2/13/20,838,1,186
Henan,Mainland China,2/13/20,1073,6,191
Zhejiang,Mainland China,2/13/20,1117,0,270
Guangdong,Mainland China,2/13/20,1219,1,275
Hubei,Mainland China,2/13/20,48206,1310,3459
Shanghai,Mainland China,2/14/20,182,1,10
Beijing,Mainland China,2/14/20,212,1,12
Shandong,Mainland China,2/14/20,275,0,11
Shandong,Mainland China,2/14/20,307,0,15
Jiangsu,Mainland China,2/14/20,373,0,34
Chongqing,Mainland China,2/14/20,426,2,31
Jiangxi,Mainland China,2/14/20,698,0,55
Anhui,Mainland China,2/14/20,779,1,72
Hunan,Mainland China,2/14/20,879,1,208
Henan,Mainland China,2/14/20,1105,7,218
Henan,Mainland China,2/14/20,1135,8,246
Guangdong,Mainland China,2/14/20,1241,2,314
Hubei,Mainland China,2/14/20,54406,1457,4774
Fujian,Mainland China,2/15/20,159,0,0
Shanghai,Mainland China,2/15/20,203,1,10
Beijing,Mainland China,2/15/20,228,1,23
Sichuan,Mainland China,2/15/20,301,1,24
Shandong,Mainland China,2/15/20,347,0,27
Jiangsu,Mainland China,2/15/20,408,0,43
Jiangsu,Mainland China,2/15/20,439,0,51
Jiangxi,Mainland China,2/15/20,740,0,73
Anhui,Mainland China,2/15/20,830,3,88
Hunan,Mainland China,2/15/20,912,1,247
Zhejiang,Mainland China,2/15/20,1131,0,321
Henan,Mainland China,2/15/20,1169,10,296
Guangdong,Mainland China,2/15/20,1261,2,362
Hubei,Mainland China,2/15/20,56249,1596,5623
Shaanxi,Mainland China,2/16/20,116,0,0
Fujian,Mainland China,2/16/20,179,0,1
Shanghai,Mainland China,2/16/20,219,1,12
Beijing,Mainland China,2/16/20,253,1,24
Sichuan,Mainland China,2/16/20,321,1,31
Shandong,Mainland China,2/16/20,386,0,37
Chongqing,Mainland China,2/16/20,428,2,39
Chongqing,Mainland China,2/16/20,468,2,51
Jiangxi,Mainland China,2/16/20,771,1,105
Anhui,Mainland China,2/16/20,860,4,105
Hunan,Mainland China,2/16/20,946,2,304
Zhejiang,Mainland China,2/16/20,1145,0,360
Henan,Mainland China,2/16/20,1184,11,357
Guangdong,Mainland China,2/16/20,1294,2,410
